"query.text","query.parsed.housenumber","query.parsed.street","query.parsed.postcode","query.parsed.city","query.parsed.state","query.parsed.expected_type","datasource.sourcename","datasource.attribution","datasource.license","datasource.url","country","country_code","state","county","city","hamlet","postcode","street","housenumber","lon","lat","state_code","district","result_type","formatted","address_line1","address_line2","category","timezone.name","timezone.offset_STD","timezone.offset_STD_seconds","timezone.offset_DST","timezone.offset_DST_seconds","timezone.abbreviation_STD","timezone.abbreviation_DST","plus_code","plus_code_short","rank.importance","rank.popularity","rank.confidence","rank.confidence_city_level","rank.confidence_street_level","rank.match_type","place_id","distance","name","suburb","municipality","village","query.parsed.unit","ref","query.parsed.country","quarter","query.parsed.county"
"14394 Laplaisance RD, Monroe, MI 48161","14394","laplaisance rd","48161","monroe","mi","building","mixed","","","","United States","us","Michigan","Monroe County","Monroe","","48161","Laplaisance Road","14394","-83.3959386","41.8891317","MI","Monroe","building","14394 Laplaisance Road, Monroe, MI 48161, United States of America","14394 Laplaisance Road","Monroe, MI 48161, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HRVJQ3+MJ","VJQ3+MJ, 48161 Monroe, United States","","2.1942860601512293","1","1","1","full_match","51568eda0e57d954c0591fab4a11cff14440c00203e2031f6d697865643a616464726573733a706f6c796c696e653a3239313638303032","","","","","","","","","",""
"14515 Laplaisance RD, Monroe, MI 48161","14515","laplaisance rd","48161","monroe","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Monroe County","Monroe","","48161","Laplaisance Road","14515","-83.395707","41.882457","MI","Monroe","building","14515 Laplaisance Road, Monroe, MI 48161, United States of America","14515 Laplaisance Road","Monroe, MI 48161, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HRVJJ3+XP","VJJ3+XP, 48161 Monroe, United States","","2.1763048712965434","1","1","1","full_match","5117f3734353d954c0592a90d959f4f04440c00203e203486f70656e6164647265737365733a616464726573733a75732f6d692f73656d636f672d6164647265737365732d636f756e74792e6373763a33336130393633393739313965346265","","","","","","","","","",""
"11539 O'Brien CT, New Buffalo, MI 49117","11539","o'brien ct","49117","new buffalo","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Berrien County","New Buffalo Township","","49117","O'Brien Court","11539","-86.73219368749562","41.77134330825484","MI","","building","11539 O'Brien Court, New Buffalo Township, MI 49117, United States of America","11539 O'Brien Court","New Buffalo Township, MI 49117, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HMQ7C9+G4","","-0.8399999999999999","2.23528206987123","1","1","1","full_match","516888e942dcae55c059b478a560bbe24440f00102f901e7d20e0100000000c00203","","","","","","","","","",""
"124 N. Water ST, Vassar, MI 48768","124","n. water st","48768","vassar","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Tuscola County","Vassar","","48768","North Water Street","124","-83.57935339711176","43.370630269983415","MI","","building","124 North Water Street, Vassar, MI 48768, United States of America","124 North Water Street","Vassar, MI 48768, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MR9CCC+77","CC+77 Vassar, Tuscola County, United States","-0.74","1.4795795962699319","1","1","1","full_match","51fa5a452014e554c059433e0cd070af4540f00102f9012852120100000000c00203","","","","","","","","","",""
"18207 W Eight Mile RD, Detroit, MI 48219","18207","w eight mile rd","48219","detroit","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Wayne County","Detroit","","48219","West Eight Mile","18207","-83.221618","42.44389","MI","Detroit","building","18207 West Eight Mile, Detroit, MI 48219, United States of America","18207 West Eight Mile","Detroit, MI 48219, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRCQVH+H9","CQVH+H9 Detroit, Wayne County, United States","","4.026429544721793","0.9","1","0.9","full_match","511e8d43fd2ece54c059bf823463d1384540c00203e203476f70656e6164647265737365733a616464726573733a75732f6d692f7761796e652d6164647265737365732d636f756e74792e6373763a30333832646235633130396636313562","","","","","","","","","",""
"6541 East Lafayette, Detroit, MI 48207","6541","east lafayette","48207","detroit","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Wayne County","Detroit","","48207","E Lafayette","6541","-83.009019","42.348491","MI","Detroit","building","6541 E Lafayette, Detroit, MI 48207, United States of America","6541 E Lafayette","Detroit, MI 48207, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR8XXR+99","8XXR+99 Detroit, Wayne County, United States","","4.884696680271468","1","1","1","full_match","51ba826dc493c054c059a5f9635a9b2c4540c00203e203486f70656e6164647265737365733a616464726573733a75732f6d692f73656d636f672d6164647265737365732d636f756e74792e6373763a65663839656538333538663261633232","","","Islandview","","","","","","",""
"29385 Cherry Hill RD, Inkster, MI 48141","29385","cherry hill rd","48141","inkster","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Inkster","","48141","Cherry Hill Road","29385","-83.33026452095808","42.31116288622754","MI","","building","29385 Cherry Hill Road, Inkster, MI 48141, United States of America","29385 Cherry Hill Road","Inkster, MI 48141, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR8M69+FV","8M69+FV Inkster, Wayne County, United States","-0.74","3.624076624251174","1","1","1","full_match","51d222cd0d23d554c059c3097a2fd4274540f00102f90196ef310700000000c00203","","","","","","","","","",""
"117 S Union ST, Suite B, Traverse City, MI 49684","117","s union st","49684","traverse city","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Grand Traverse County","Traverse City","","49684","South Union Street","117","-85.62348515","44.76340745","MI","","building","117 South Union Street, Traverse City, MI 49684, United States of America","117 South Union Street","Traverse City, MI 49684, United States of America","building.commercial","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PPQ97G+9J","7G+9J Traverse City, Grand Traverse County, United States","0.41000999999999993","1.9907951618886655","1","1","1","full_match","51aa32422ee76755c059eaa2d755b7614640f00102f901bf265b0700000000c00203","","","Front Street District","","","suite b","","","",""
"133 W Chicago ST, Quincy, MI 49082","133","w chicago st","49082","quincy","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Branch County","Quincy","","49082","West Chicago Street","133","-84.89449653999999","41.941990919999995","MI","","building","133 West Chicago Street, Quincy, MI 49082, United States of America","133 West Chicago Street","Quincy, MI 49082, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HQW4R4+Q6","R4+Q6, 49082 Quincy, United States","-0.74","1.7299964618058952","1","1","1","full_match","51d96b6a6e3f3955c059b443912893f84440f00102f9017fb10e0100000000c00203","","","","Quincy Township","","","","","",""
"4373 E. WILDER RD, BAY CITY, MI 48706","4373","e. wilder rd","48706","bay city","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Bay County","Bay City","","48706","East Wilder Road","","-83.8748039","43.6232184","MI","","street","East Wilder Road, Bay City, MI 48706, United States of America","East Wilder Road","Bay City, MI 48706, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MRJ4FG+73","J4FG+73, 48706 Bay City, United States","0.7100099999999999","1.5858535063306183","0.5","1","1","match_by_street","51733a7fc9fcf754c059fa21db9ec5cf4540f00102f9010a820e0100000000c00204920310456173742057696c64657220526f6164","","East Wilder Road","","","","","","","",""
"36900 MICHIGAN AVE, WAYNE, MI 48184","36900","michigan ave","48184","wayne","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Wayne","","48184","Michigan Avenue","36900","-83.39899630912873","42.28084267578637","MI","","building","36900 Michigan Avenue, Wayne, MI 48184, United States of America","36900 Michigan Avenue","Wayne, MI 48184, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR7JJ2+8C","J2+8C, 48184 Wayne, United States","-0.8399999999999999","3.293323675789521","1","1","1","full_match","51b0bbd02789d954c0596be91da7f2234540f00102f9018716e71d00000000c00203","","","","","","","","","",""
"12840 U.S. HWY 2, Rapid River, MI 49878","12840","u. hwy 2","49878","rapid river","mi","building","whosonfirst","","","https://www.whosonfirst.org/docs/licenses/","United States","us","Michigan","Kalkaska County","Rapid River","","","","","-85.151603","44.81541","MI","Rapid River Township","city","Rapid River Township (Rapid River), MI, United States of America","Rapid River Township (Rapid River), MI","United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PPRR8X+59","","","1.1971189888681286","0.25","1","","match_by_city_or_disrict","516ebe11ddb34955c0596a6ad95a5f684640c00208e2031f77686f736f6e66697273743a6c6f63616c6974793a31373239343633353931","","","","","","","","","",""
"1118 S Telegraph Rd., Suite A, Monroe Township, MI 48161","1118","s telegraph rd.","48161","monroe township","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Newaygo County","Monroe Township","","","","","-85.74073206987296","43.690677199999996","MI","","city","Monroe Township, MI, United States of America","Monroe Township, MI","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MPM7R5+7P","","0.7413879474399189","1.3020113237802062","0.25","1","","match_by_city_or_disrict","51facc7b27686f55c059e20b491c68d84540f00101f90186eb990000000000c00208","0","","","","","suite a","","","",""
"1032 S Main ST, Adrian, MI 49221","1032","s main st","49221","adrian","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Lenawee County","Adrian","","49221","South Main Street","1032","-84.04346802020203","41.883832535353534","MI","","building","1032 South Main Street, Adrian, MI 49221, United States of America","1032 South Main Street","Adrian, MI 49221, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HQVXM4+GJ","M4+GJ, 49221 Adrian, United States","-0.74","2.093387005152448","1","1","1","full_match","51224c172ec80255c059fa3dad6c21f14440f00102f9016bf5672600000000c00203","","","","Madison Township","","","","","",""
"8620 Lyndon ST, Detroit, MI 48238","8620","lyndon st","48238","detroit","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Detroit","","48238","Lyndon Street","8620","-83.15553942857143","42.39535677551021","MI","Davison-Schoolcraft","building","8620 Lyndon Street, Detroit, MI 48238, United States of America","8620 Lyndon Street","Detroit, MI 48238, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR9RWV+4Q","9RWV+4Q Detroit, Wayne County, United States","-0.8399999999999999","4.005114451075753","1","1","1","full_match","51fbbca55bf4c954c059c088020d9b324540f00102f9013b2ee71d00000000c00203","","","","","","","","","",""
"39530 W. Red Arrow Highway HWY, Paw Paw , MI 49079","39530","w. red arrow highway hwy","49079","paw paw","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Van Buren County","Paw Paw","","","","","-85.8911246","42.2178171","MI","","city","Paw Paw, MI, United States of America","Paw Paw, MI","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP6495+4H","+4H Paw Paw, Van Buren County, United States","0.5762530545866397","1.8680422329902326","0.25","1","","match_by_city_or_disrict","514f6a792f087955c0593981446ee11b4540f00101f901e00f020000000000c00208","0","","","Paw Paw Township","","","","","",""
"1014 N Johnson ST, Bay City, MI 48708","1014","n johnson st","48708","bay city","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Bay County","Bay City","","48708","North Johnson Street","1014","-83.87136714285714","43.59902971428571","MI","","building","1014 North Johnson Street, Bay City, MI 48708, United States of America","1014 North Johnson Street","Bay City, MI 48708, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MRH4XH+JF","H4XH+JF, 48708 Bay City, United States","-0.74","1.673078910775356","1","1","1","full_match","515858b17ac4f754c0593d187401adcc4540f00102f9017b7c0e0100000000c00203","","","","","","","","","",""
